date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-02 02:00:00,31.329000473,9.5500001907,30.3439998627,8.4969997406,0.0,0.0,26.1375007629
2016-07-02 03:00:00,30.6590003967,9.2139997482,29.8349990845,8.2559995651,0.0,0.0,25.6984996796
2016-07-02 04:00:00,30.8269996643,9.1309995651,29.7539997101,8.0150003433,1.2150000334,0.0,25.6984996796
2016-07-02 05:00:00,29.486000061,8.2930002213,28.5480003357,7.1570000648,0.0,0.0,25.9179992676
2016-07-02 06:00:00,30.0729999542,7.4549999237,28.6819992065,6.1119999886,1.2899999619,0.0,25.9179992676
2016-07-02 07:00:00,33.0880012512,8.7119998932,30.9610004425,7.0229997635,1.2580000162,0.0,25.9179992676
2016-07-02 08:00:00,34.09400177,8.8789997101,31.5499992371,7.3979997635,2.4839999676,0.0,25.4785003662
2016-07-02 09:00:00,34.5960006714,9.3819999695,31.9790000916,7.6129999161,2.4839999676,0.0,25.6979999542
2016-07-02 10:00:00,29.8209991455,8.125,27.5030002594,6.6209998131,2.4839999676,0.0,25.9179992676
2016-07-02 11:00:00,31.5809993744,7.7069997787,28.7630004883,6.0040001869,2.4839999676,0.0,25.9179992676
2016-07-02 12:00:00,30.5750007629,7.2039999962,27.9580001831,5.7899999619,2.4839999676,0.0,26.1375007629
2016-07-02 13:00:00,30.1560001373,7.2039999962,27.3950004578,5.521999836,2.4839999676,0.0,26.3575000763
2016-07-02 14:00:00,29.3190002441,6.4499998093,26.4039993286,4.8790001869,2.4839999676,0.0,26.5774993896
2016-07-02 15:00:00,30.9099998474,7.4549999237,27.8239994049,5.736000061,2.4839999676,0.0,27.4559993744
2016-07-02 16:00:00,32.3339996338,8.7119998932,28.3600006104,6.6209998131,3.881000042,1.2259999514,27.6760005951
2016-07-02 17:00:00,32.1669998169,7.7069997787,28.3600006104,5.736000061,3.7630000114,0.0,28.1154994965
2016-07-02 18:00:00,31.8320007324,7.5390000343,28.9500007629,5.7899999619,3.753000021,0.0,28.5545005798
2016-07-02 19:00:00,32.2509994507,8.2930002213,27.8239994049,5.978000164,3.753000021,1.2259999514,28.7744998932
2016-07-02 20:00:00,31.9160003662,7.5390000343,27.422000885,5.3880000114,5.0430002213,1.2369999886,29.6534996033
2016-07-02 21:00:00,31.329000473,8.376999855,28.6819992065,6.5939998627000005,3.6040000916,0.0,29.2134990692
2016-07-02 22:00:00,36.1040000916,9.5500001907,32.5149993896,7.1570000648,4.882999897,1.5889999866,27.8955001831
2016-07-02 23:00:00,36.0200004578,10.0520000458,32.5690002441,7.9079999924,3.4330000877,0.0,27.2364997864
2016-07-03 00:00:00,36.3549995422,9.968000412,32.5149993896,7.8270001411,3.4330000877,0.0,27.6755008698
2016-07-03 01:00:00,35.1829986572,12.0629997253,31.3899993896,9.7840003967,3.4330000877,1.3220000267,28.5545005798
2016-07-03 02:00:00,36.858001709,11.2250003815,32.6759986877,8.7919998169,3.4330000877,1.2369999886,28.5545005798
2016-07-03 03:00:00,35.1829986572,10.4709997177,32.0600013733,8.5240001678,3.4330000877,0.0,28.5545005798
2016-07-03 04:00:00,32.1669998169,8.8789997101,28.7089996338,6.9159998894,3.4330000877,0.0,28.1154994965
2016-07-03 05:00:00,34.0099983215,10.1359996796,30.4510002136,8.2829999924,3.4330000877,0.0,28.1154994965
2016-07-03 06:00:00,34.1769981384,10.220000267,32.3009986877,8.8999996185,1.9830000401,0.0,27.8955001831
2016-07-03 07:00:00,32.7529983521,8.9630002975,29.5939998627,7.0770001411,3.1559998989,0.0,27.6755008698
2016-07-03 08:00:00,32.4179992676,8.8789997101,29.4060001373,7.1300001144,3.1559998989,0.0,27.2364997864
2016-07-03 09:00:00,29.5699996948,10.7220001221,27.341999054,9.5699996948,3.1559998989,0.0,28.1154994965
2016-07-03 10:00:00,34.5120010376,12.0629997253,30.9869995117,9.9989995956,3.1559998989,0.0,28.7740001678
2016-07-03 11:00:00,33.5909996033,11.3920001984,29.9689998627,9.3280000687,3.1559998989,0.0,29.6534996033
2016-07-03 12:00:00,35.5180015564,12.8159999847,32.033000946,10.7220001221,3.1559998989,0.0,31.4115009308
2016-07-03 13:00:00,35.6850013733,13.1520004272,33.1319999695,11.0710000992,3.1559998989,0.0,31.4115009308
2016-07-03 14:00:00,33.841999054,12.4809999466,30.6119995117,10.4010000229,3.0169999599,0.0,31.4115009308
2016-07-03 15:00:00,32.6699981689,12.3140001297,29.8619995117,10.2930002213,3.0169999599,0.0,31.4115009308
2016-07-03 16:00:00,34.09400177,12.3140001297,31.0680007935,10.2930002213,3.0169999599,0.0,32.5099983215
2016-07-03 17:00:00,40.4599990845,14.3240003586,36.8849983215,11.8479995728,3.0169999599,0.0,32.7294998169
2016-07-03 18:00:00,40.2919998169,13.6540002823,37.0460014343,11.5,3.0169999599,0.0,32.9490013123
2016-07-03 19:00:00,35.6010017395,11.3920001984,32.7299995422,9.3549995422,2.5160000324,0.0,32.9490013123
2016-07-03 20:00:00,37.361000061,11.6440000534,34.0970001221,9.4890003204,3.9230000973,0.0,31.8505001068
2016-07-03 21:00:00,38.2820014954,12.7329998016,35.0890007019,10.5880002975,3.9230000973,0.0,30.7520008087
2016-07-03 22:00:00,38.1980018616,13.0679998398,34.3650016785,10.5609998703,3.9230000973,1.246999979,29.8729991913
2016-07-03 23:00:00,37.5279998779,12.6490001678,33.9900016785,10.4010000229,3.4219999313,0.0,29.4335002899
2016-07-04 00:00:00,36.438999176,13.1520004272,33.9900016785,10.9899997711,3.3259999752,0.0,28.9939994812
2016-07-04 01:00:00,37.361000061,13.5699996948,35.4640007019,11.982000351,2.0999999046,0.0,28.3349990845
2016-07-04 02:00:00,31.2450008392,10.220000267,29.3519992828,8.8190002441,1.9400000572,0.0,28.7744998932
2016-07-04 03:00:00,34.6800003052,12.7329998016,32.3810005188,11.1239995956,1.9400000572,0.0,28.5550003052
2016-07-04 04:00:00,31.1620006561,11.5600004196,29.1380004883,9.5959997177,1.9190000296,0.0,28.5550003052
2016-07-04 05:00:00,33.3400001526,12.5649995804,30.531999588,10.6420001984,3.1879999638,0.0,28.3349990845
2016-07-04 06:00:00,38.1980018616,13.8219995499,34.7130012512,11.6610002518,3.1879999638,0.0,27.8955001831
2016-07-04 07:00:00,37.7789993286,13.6540002823,34.4189987183,11.4729995728,3.2090001106,0.0,27.6760005951
2016-07-04 08:00:00,33.841999054,9.4659996033,31.6310005188,8.2030000687,1.9620000124,0.0,27.8955001831
2016-07-04 09:00:00,35.936000824,11.4759998322,34.0159988403,9.890999794,1.9620000124,0.0,28.9939994812
2016-07-04 10:00:00,35.0149993896,10.0520000458,32.8909988403,8.4169998169,1.9620000124,0.0,30.9715003967
2016-07-04 11:00:00,38.2820014954,12.6490001678,36.0270004272,10.7220001221,1.9620000124,0.0,32.5094985962
2016-07-04 12:00:00,41.9679985046,13.6540002823,39.6730003357,11.7410001755,1.9620000124,0.0,35.1464996338
2016-07-04 13:00:00,40.4599990845,13.4870004654,38.4930000305,11.5799999237,1.9620000124,0.0,36.4650001526
2016-07-04 14:00:00,38.7849998474,13.0679998398,36.7509994507,11.1780004501,1.9620000124,0.0,37.7835006714
2016-07-04 15:00:00,39.7900009155,12.3979997635,37.8230018616,10.6149997711,1.9620000124,0.0,37.34349823
2016-07-04 16:00:00,38.8680000305,12.4809999466,36.7770004272,10.4809999466,1.9620000124,0.0,36.904499054
2016-07-04 17:00:00,39.6220016479,12.3979997635,36.9379997253,10.2130002975,1.9620000124,0.0,33.827999115
2016-07-04 18:00:00,43.9780006409,13.4870004654,40.2890014648,10.7760000229,3.1879999638,0.0,32.9490013123
2016-07-04 19:00:00,37.4440002441,9.968000412,34.9819984436,7.7470002174,3.1879999638,0.0,33.1689987183
2016-07-04 20:00:00,40.2919998169,11.9790000916,36.0270004272,9.1140003204,4.3709998131,1.3109999895,32.7294998169
2016-07-04 21:00:00,41.3810005188,12.3140001297,38.6269989014,10.079000473,3.0920000076,0.0,32.0704994202
2016-07-04 22:00:00,36.5229988098,9.8009996414,33.2120018005,7.6929998398,4.4559998512,0.0,31.6310005188
2016-07-04 23:00:00,37.0250015259,10.8059997559,33.077999115,8.6049995422,4.4460000992,1.246999979,31.6310005188
2016-07-05 00:00:00,35.5180015564,10.220000267,32.3009986877,8.4440002441,3.2090001106,0.0,31.4115009308
2016-07-05 01:00:00,34.4290008545,9.4659996033,31.0949993134,7.4790000916,3.2090001106,0.0,30.9715003967
2016-07-05 02:00:00,35.6010017395,10.3870000839,32.1940002441,8.5509996414,3.2200000286,0.0,30.5324993134
2016-07-05 03:00:00,37.0250015259,11.6440000534,34.2849998474,9.7299995422,3.2200000286,0.0,28.9939994812
2016-07-05 04:00:00,33.5069999695,9.7170000076,30.8269996643,7.9609999657,2.9849998951,0.0,28.7744998932
2016-07-05 05:00:00,35.6010017395,10.220000267,32.5419998169,8.4440002441,2.9849998951,0.0,29.4335002899
2016-07-05 06:00:00,39.5379981995,12.3140001297,36.1879997253,10.1859998703,2.9749999046,0.0,30.0925006866
2016-07-05 07:00:00,37.9469985962,12.0629997253,35.5709991455,10.0249996185,2.9749999046,0.0,31.1914997101
2016-07-05 08:00:00,36.3549995422,9.968000412,33.4000015259,7.9609999657,2.9749999046,0.0,31.6310005188
2016-07-05 09:00:00,36.7739982605,11.4759998322,34.9280014038,9.7569999695,2.9749999046,0.0,31.6310005188
2016-07-05 10:00:00,38.1139984131,11.3920001984,36.1069984436,9.7299995422,2.9749999046,0.0,33.388999939
2016-07-05 11:00:00,41.8839988708,13.4029998779,39.7529983521,11.4729995728,1.7159999609,0.0,34.4874992371
2016-07-05 12:00:00,42.1349983215,13.5699996948,40.5029983521,11.6610002518,1.7159999609,0.0,34.0475006104
2016-07-05 13:00:00,41.7159996033,13.0679998398,39.1899986267,10.9639997482,2.9430000782,0.0,32.0704994202
2016-07-05 14:00:00,39.3709983826,11.5600004196,36.2410011292,9.4890003204,2.9430000782,0.0,30.9715003967
2016-07-05 15:00:00,42.888999939,14.156999588,40.0750007629,11.9020004272,2.9430000782,0.0,30.7520008087
2016-07-05 16:00:00,39.1199989319,12.8159999847,36.2410011292,10.6689996719,2.9430000782,0.0,31.8505001068
2016-07-05 17:00:00,39.202999115,12.4809999466,35.6780014038,10.079000473,2.9430000782,0.0,32.9490013123
2016-07-05 18:00:00,40.5439987183,13.3190002441,36.7509994507,10.8299999237,4.2109999657,0.0,33.6085014343
2016-07-05 19:00:00,34.763999939,9.6330003738,31.5499992371,7.5320000648,2.9960000515000003,0.0,33.388999939
2016-07-05 20:00:00,37.1930007935,11.7279996872,33.077999115,9.515999794,4.2540001869,1.246999979,33.388999939
2016-07-05 21:00:00,39.2869987488,12.3979997635,35.1160011292,9.8649997711,4.1900000572,1.3109999895,33.388999939
2016-07-05 22:00:00,36.3549995422,11.8109998703,33.9090003967,9.890999794,2.9749999046,0.0,33.1689987183
2016-07-05 23:00:00,40.0410003662,12.3979997635,37.2599983215,10.4270000458,2.9749999046,0.0,33.1689987183
2016-07-06 00:00:00,37.4440002441,11.4759998322,34.4449996948,9.4359998703,2.9749999046,0.0,33.1689987183
2016-07-06 01:00:00,40.2089996338,12.5649995804,36.1339988708,9.9180002213,4.1900000572,1.2690000534,33.1689987183
2016-07-06 02:00:00,38.4490013123,11.9790000916,35.5439987183,9.9180002213,2.8150000572,0.0,32.9495010376
2016-07-06 03:00:00,37.361000061,11.8950004578,34.4189987183,9.7299995422,2.7079999447,0.0,32.9495010376
2016-07-06 04:00:00,38.7849998474,11.8950004578,34.766998291,9.5959997177,2.7079999447,0.0,32.7294998169
2016-07-06 05:00:00,37.1090011597,11.5600004196,34.9819984436,9.890999794,2.7720000744,0.0,32.7294998169
2016-07-06 06:00:00,39.5379981995,12.3979997635,35.4099998474,9.8109998703,3.9869999886,1.2150000334,32.7294998169
2016-07-06 07:00:00,39.7060012817,13.0679998398,37.1800003052,10.8830003738,2.7720000744,0.0,32.5099983215
2016-07-06 08:00:00,36.438999176,10.7220001221,32.8370018005,8.5240001678,2.7720000744,0.0,32.2900009155
2016-07-06 09:00:00,40.2919998169,14.7430000305,38.2519989014,12.8129997253,2.7720000744,0.0,32.5094985962
2016-07-06 10:00:00,35.7690010071,11.2250003815,32.327999115,9.248000145,2.7720000744,0.0,32.7294998169
2016-07-06 11:00:00,36.6899986267,9.8009996414,33.2389984131,7.9079999924,2.7400000095,0.0,33.3885002136
2016-07-06 12:00:00,36.6069984436,10.9739999771,34.2579994202,9.3819999695,2.7400000095,0.0,34.4874992371
2016-07-06 13:00:00,39.202999115,11.3920001984,36.6430015564,9.4619998932,2.7400000095,0.0,34.9264984131
2016-07-06 14:00:00,38.6170005798,10.7220001221,35.5979995728,8.6049995422,2.7400000095,0.0,35.3665008545
2016-07-06 15:00:00,43.3079986572,13.904999733,41.2000007629,11.5260000229,2.7400000095,0.0,36.2454986572
2016-07-06 16:00:00,46.5750007629,15.1619997025,43.0229988098,12.357000351,2.7400000095,0.0,33.827999115
2016-07-06 17:00:00,46.4910011292,14.0729999542,43.7470016479,11.607000351,2.5160000324,0.0,33.3885002136
2016-07-06 18:00:00,48.3339996338,14.2410001755,43.7200012207,10.9899997711,3.7850000858,1.246999979,33.827999115
2016-07-06 19:00:00,42.9729995728,10.8059997559,38.5730018616,8.095000267,3.6989998817,1.4069999456,34.2675018311
2016-07-06 20:00:00,46.9099998474,13.0679998398,42.2459983826,9.890999794,3.8169999123,1.2790000439,32.9490013123
2016-07-06 21:00:00,46.7430000305,14.2410001755,44.0419998169,11.7139997482,2.9110000134,0.0,32.2900009155
2016-07-06 22:00:00,43.811000824,12.8999996185,39.1360015869,9.8109998703,4.1259999275,1.2580000162,32.9490013123
2016-07-06 23:00:00,43.7270011902,13.0679998398,39.8330001831,10.3739995956,3.9340000153,0.0,33.1689987183
2016-07-07 00:00:00,40.0410003662,11.9790000916,37.0190010071,9.704000473,3.9340000153,0.0,33.6085014343
2016-07-07 01:00:00,40.7109985352,11.9790000916,37.2869987488,9.3819999695,3.8169999123,0.0,33.6085014343
2016-07-07 02:00:00,41.2140007019,12.2299995422,38.0110015869,9.9180002213,2.2709999084,0.0,33.6085014343
2016-07-07 03:00:00,41.3810005188,12.4809999466,37.7690010071,9.8649997711,3.6459999084,0.0,32.9495010376
2016-07-07 04:00:00,39.1199989319,11.6440000534,36.2949981689,9.515999794,3.6459999084,0.0,32.9495010376
2016-07-07 05:00:00,39.1199989319,11.140999794,36.9650001526,9.1940002441,2.4309999943,0.0,32.9495010376
2016-07-07 06:00:00,42.8050003052,12.7329998016,40.3160018921,10.5609998703,2.4309999943,0.0,33.1689987183
2016-07-07 07:00:00,42.3030014038,12.8159999847,39.297000885,10.4270000458,2.4309999943,0.0,33.1689987183
2016-07-07 08:00:00,38.533000946,10.8059997559,36.4020004272,9.0069999695,2.4309999943,0.0,33.6085014343
2016-07-07 09:00:00,43.7270011902,14.156999588,40.5839996338,11.6339998245,2.4309999943,0.0,34.7070007324
2016-07-07 10:00:00,38.4490013123,9.4659996033,35.625,7.5859999657,2.3559999466,0.0,35.8055000305
2016-07-07 11:00:00,42.1349983215,10.4709997177,39.8330001831,8.5509996414,2.3559999466,0.0,38.0029983521
2016-07-07 12:00:00,44.0620002747,12.5649995804,41.5489997864,10.0249996185,2.3989999294,0.0,40.2000007629
2016-07-07 13:00:00,45.5699996948,13.4870004654,42.6479988098,10.8559999466,2.2599999905,0.0,43.2760009766
2016-07-07 14:00:00,44.3969993591,14.4919996262,40.986000061,11.6339998245,3.486000061,0.0,48.1100006104
2016-07-07 15:00:00,42.888999939,12.7329998016,39.7529983521,10.0520000458,3.4539999962,0.0,49.8680000305
2016-07-07 16:00:00,45.1510009766,16.3349990845,42.4599990845,12.517999649,2.2279999256,0.0,48.9889984131
2016-07-07 17:00:00,49.0040016174,15.9160003662,45.436000824,12.7600002289,3.507999897,0.0,45.9129981995
2016-07-07 18:00:00,48.7529983521,14.5760002136,44.8730010986,11.5260000229,3.507999897,0.0,43.7154998779
2016-07-07 19:00:00,42.21900177,10.4709997177,39.7260017395,8.4969997406,2.2599999905,0.0,42.3974990845
2016-07-07 20:00:00,46.15599823,12.8999996185,42.1119995117,10.079000473,3.496999979,0.0,41.2989997864
2016-07-07 21:00:00,50.0089988708,14.6590003967,45.8650016785,11.2049999237,3.753000021,1.2369999886,40.2005004883
2016-07-07 22:00:00,46.8260002136,14.7430000305,44.4169998169,12.2229995728,2.5799999237,0.0,39.3214988708
2016-07-07 23:00:00,45.2350006104,13.904999733,43.0229988098,11.7139997482,2.6649999619,0.0,38.8815002441
2016-07-08 00:00:00,44.7319984436,13.904999733,42.4339981079,11.7410001755,1.3109999895,0.0,38.2229995728
2016-07-08 01:00:00,41.7999992371,12.5649995804,40.8520011902,10.9370002747,0.0,0.0,38.0029983521
2016-07-08 02:00:00,43.1409988403,12.984000206,40.0209999084,10.2399997711,2.5590000153,0.0,37.5634994507
2016-07-08 03:00:00,41.7159996033,12.5649995804,39.6189994812,10.0520000458,2.5590000153,0.0,37.1240005493
2016-07-08 04:00:00,40.7949981689,12.3140001297,38.5999984741,10.454000473,1.9620000124,0.0,36.6845016479
2016-07-08 05:00:00,38.7849998474,11.140999794,36.8040008545,9.4619998932,1.9509999752,0.0,36.2454986572
2016-07-08 06:00:00,40.2919998169,11.4759998322,37.5009994507,9.5430002213,1.9509999752,0.0,36.2454986572
2016-07-08 07:00:00,42.1349983215,12.8999996185,40.3959999084,10.7760000229,1.2150000334,0.0,36.4650001526
2016-07-08 08:00:00,41.7159996033,11.8950004578,39.7260017395,9.8380002975,2.4309999943,0.0,37.783000946
2016-07-08 09:00:00,42.3870010376,14.4079999924,41.3880004883,12.6260004044,0.0,0.0,39.1015014648
2016-07-08 10:00:00,47.4129981995,15.5810003281,44.7389984131,12.8940000534,2.5050001144,0.0,40.859500885
2016-07-08 11:00:00,52.438999176,17.9260005951,50.8769989014,15.0109996796,2.5050001144,0.0,43.0564994812
2016-07-08 12:00:00,49.5069999695,16.0,47.4729995728,13.1879997253,1.2580000162,0.0,44.5950012207
2016-07-08 13:00:00,50.0089988708,16.0830001831,47.6870002747,13.3760004044,2.4839999676,0.0,45.6935005188
2016-07-08 14:00:00,48.0830001831,16.0830001831,45.8909988403,13.3489999771,2.4949998856,0.0,47.2309989929
2016-07-08 15:00:00,51.0149993896,17.6749992371,48.733001709,14.5819997787,2.4949998856,0.0,48.5499992371
2016-07-08 16:00:00,50.9309997559,17.9260005951,48.7859992981,14.7969999313,2.4949998856,0.0,47.0120010376
2016-07-08 17:00:00,50.7630004883,17.4239997864,48.0900001526,14.3409996033,2.4949998856,0.0,46.3525009155
2016-07-08 18:00:00,51.6010017395,16.920999527,49.6710014343,13.8850002289,1.2790000439,0.0,45.2540016174
2016-07-08 19:00:00,45.0670013428,13.1520004272,43.8009986877,10.9370002747,1.3329999447,0.0,43.9355010986
2016-07-08 20:00:00,47.3289985657,13.0679998398,45.9720001221,11.0710000992,1.2150000334,0.0,42.6170005798
2016-07-08 21:00:00,52.2709999084,16.920999527,50.5559997559,14.0729999542,1.2150000334,0.0,41.2989997864
2016-07-08 22:00:00,50.2610015869,16.3349990845,48.0900001526,13.5100002289,2.4309999943,0.0,40.4199981689
2016-07-08 23:00:00,47.4959983826,14.9110002518,45.7840003967,12.3310003281,2.4309999943,0.0,39.9804992676
2016-07-09 00:00:00,44.8160018921,13.9890003204,42.3530006409,11.6339998245,2.4309999943,0.0,39.3214988708
2016-07-09 01:00:00,44.0620002747,13.9890003204,41.7630004883,11.8479995728,1.4390000105,0.0,38.6619987488
2016-07-09 02:00:00,43.0569992065,13.4870004654,42.1119995117,11.767999649,0.0,0.0,38.2224998474
2016-07-09 03:00:00,43.7270011902,13.8219995499,41.1469993591,11.4729995728,1.246999979,0.0,37.5634994507
2016-07-09 04:00:00,42.9729995728,13.5699996948,41.2270011902,11.6339998245,1.246999979,0.0,37.1240005493
2016-07-09 05:00:00,41.5489997864,12.8159999847,40.4500007629,11.0170001984,0.0,0.0,36.6845016479
2016-07-09 06:00:00,42.21900177,13.1520004272,41.3880004883,11.4729995728,0.0,0.0,36.4650001526
2016-07-09 07:00:00,42.8050003052,13.6540002823,41.7099990845,12.0629997253,0.0,0.0,36.4650001526
2016-07-09 08:00:00,40.7949981689,11.8950004578,38.7610015869,10.0249996185,1.2690000534,0.0,37.5634994507
2016-07-09 09:00:00,43.4760017395,13.4029998779,42.1650009155,11.6610002518,0.0,0.0,38.2224998474
2016-07-09 10:00:00,47.9150009155,15.5810003281,45.2750015259,12.6789999008,2.4630000591,0.0,39.5410003662
2016-07-09 11:00:00,50.5960006714,16.5860004425,48.6259994507,13.4829998016,2.4630000591,0.0,40.6399993896
2016-07-09 12:00:00,51.4339981079,16.7539997101,49.108001709,13.9119997025,2.4630000591,0.0,42.8370018005
2016-07-09 13:00:00,49.9259986877,16.3349990845,48.6790008545,13.9119997025,2.4630000591,0.0,42.8370018005
2016-07-09 14:00:00,50.7630004883,16.5860004425,47.875,13.5909996033,2.5269999504,0.0,42.6170005798
2016-07-09 15:00:00,49.5069999695,17.0890007019,47.4459991455,14.1529998779,2.5269999504,0.0,43.4959983826
2016-07-09 16:00:00,51.4339981079,21.0259990692,48.733001709,17.7450008392,2.5269999504,0.0,44.1554985046
2016-07-09 17:00:00,52.1040000916,20.7740001678,49.6170005798,17.4239997864,2.5269999504,0.0,43.0564994812
2016-07-09 18:00:00,47.6640014648,17.0049991608,45.1940002441,14.3950004578,2.5269999504,0.0,42.1775016785
2016-07-09 19:00:00,46.4070014954,16.4190006256,44.6850013733,13.8319997787,3.1979999542,0.0,41.2989997864
2016-07-09 20:00:00,47.2449989319,17.6749992371,45.4630012512,14.9309997559,1.2259999514,0.0,40.6394996643
2016-07-09 21:00:00,47.4129981995,16.1669998169,45.6500015259,13.4829998016,2.4630000591,0.0,40.4199981689
2016-07-09 22:00:00,47.9150009155,18.5130004883,45.7309989929,15.3870000839,2.4630000591,1.2369999886,40.2005004883
2016-07-09 23:00:00,47.2449989319,17.9260005951,44.6049995422,14.984000206,2.4630000591,0.0,39.7605018616
2016-07-10 00:00:00,44.3969993591,16.7539997101,41.4949989319,13.9119997025,2.4630000591,0.0,39.3214988708
2016-07-10 01:00:00,43.0569992065,15.5810003281,40.3689994812,12.7860002518,2.4630000591,0.0,38.8815002441
2016-07-10 02:00:00,41.6329994202,14.8269996643,39.1360015869,12.3310003281,2.4630000591,0.0,38.4425010681
2016-07-10 03:00:00,41.0460014343,14.9940004349,38.7610015869,12.7600002289,2.4630000591,0.0,38.0029983521
2016-07-10 04:00:00,39.1199989319,14.3240003586,35.7589988708,11.8210000992,2.4630000591,0.0,37.5634994507
2016-07-10 05:00:00,40.3759994507,14.6590003967,37.4210014343,12.4650001526,2.4630000591,0.0,36.6845016479
2016-07-10 06:00:00,41.4650001526,14.9110002518,38.0909996033,12.4910001755,2.4630000591,0.0,36.6845016479
2016-07-10 07:00:00,39.6220016479,14.2410001755,37.4480018616,12.3039999008,1.3539999723,0.0,36.6845016479
2016-07-10 08:00:00,37.4440002441,13.0679998398,34.9819984436,11.1239995956,1.3539999723,0.0,36.904499054
2016-07-10 09:00:00,42.7220001221,15.748000145,40.1819992065,13.3489999771,2.6119999886,0.0,37.34349823
2016-07-10 10:00:00,42.8050003052,14.8269996643,40.7179985046,12.517999649,2.6119999886,0.0,37.7835006714
2016-07-10 11:00:00,46.8260002136,15.2460002899,44.0149993896,12.5450000763,2.6010000706,0.0,37.5634994507
2016-07-10 12:00:00,45.6539993286,16.4190006256,44.4980010986,14.2609996796,1.3430000544,0.0,39.1015014648
2016-07-10 13:00:00,48.0830001831,17.843000412,45.7569999695,15.0380001068,2.4630000591,0.0,39.9804992676
2016-07-10 14:00:00,48.6689987183,19.0149993896,46.6689987183,16.4050006866,1.3109999895,0.0,40.859500885
2016-07-10 15:00:00,49.3390007019,19.2670001984,47.125,16.1909999847,2.5269999504,0.0,41.7384986877
2016-07-10 16:00:00,49.0040016174,18.0100002289,46.9099998474,15.5209999084,2.5269999504,0.0,42.6170005798
2016-07-10 17:00:00,51.7690010071,18.763999939,49.3230018616,15.7889995575,2.5269999504,0.0,41.9580001831
2016-07-10 18:00:00,52.6059989929,18.763999939,49.6440010071,15.6280002594,2.5269999504,0.0,41.5185012817
2016-07-10 19:00:00,46.0719985962,14.9940004349,44.2290000916,12.4910001755,2.5269999504,0.0,41.079498291
2016-07-10 20:00:00,50.9309997559,18.5130004883,48.3839988708,15.5209999084,2.7079999447,0.0,40.2005004883
2016-07-10 21:00:00,54.8680000305,20.3560009003,51.3059997559,16.6459999084,2.7079999447,0.0,39.7605018616
